date,station,pms_ls,pms_rtt,pms_topp,ago_ls,ago_rtt,ago_topp,pmscl_stock,pms_prod,agocl_stock,ago_prod,pms_var,ago_var
Sun.1.JUNE.25,ynkrum,,,,,,,,,,,#N/A,#N/A
Sun.1.JUNE.25,essien,694.17,,,280.81,,,7990,,4720,,#N/A,#N/A
Sun.1.JUNE.25,tred,,,,,,,,,,,#N/A,#N/A
Sun.1.JUNE.25,paky,407.98,,,135.198,,,5120,,4220,,#N/A,#N/A
Sun.1.JUNE.25,obua,626.75,,,288.25,,,6130,,5870,,#N/A,#N/A
Sun.1.JUNE.25,akapo,,,,,,,,,,,#N/A,#N/A
Sun.1.JUNE.25,konko,125.32,,,260.21,,,4390,,4160,,#N/A,#N/A
Sun.1.JUNE.25,kodi,157.14,,,408.03,,,6900,,10200,,#N/A,#N/A
Sun.1.JUNE.25,hema,939.63,,,384.4,,,3830,,6460,,#N/A,#N/A
Sun.1.JUNE.25,toas,3465.53,,,8736.9,,,21410,,9740,,#N/A,#N/A
Sun.1.JUNE.25,otaf,198.59,,,219.05,,,2220,,1700,,#N/A,#N/A
Sun.1.JUNE.25,aboab,195.44,,,76.53,,,820,,1540,,#N/A,#N/A
Sun.1.JUNE.25,asuos,364.23,,,235.08,,,4510,,2520,,#N/A,#N/A
Sun.1.JUNE.25,akrop,314.54,,,557.83,,,5540,,8120,,#N/A,#N/A
Sun.1.JUNE.25,tep,240.22,,,0,,,4170,,400,,#N/A,#N/A
Sun.1.JUNE.25,anyi,288.08,,,81.18,,,4900,,960,,#N/A,#N/A
Sun.1.JUNE.25,ahen,136.97,,,776.39,,,2970,,18850,,#N/A,#N/A
Sun.1.JUNE.25,abof1,413.32,,,1069.19,,,6730,,23000,,#N/A,#N/A
Sun.1.JUNE.25,abof2,206.63,,,759.69,,,1940,,4030,,#N/A,#N/A
Sun.1.JUNE.25,nyin,465.62,,,393.32,,72,1340,,9610,9000,#N/A,#N/A
Sun.1.JUNE.25,adank,0,,,0,,,850,,960,,#N/A,#N/A
Sun.1.JUNE.25,aboas,924.27,,,1039.913,,,4680,,8050,,#N/A,#N/A
Sun.1.JUNE.25,atagogo,426.63,,,111.44,,,2420,,3410,,#N/A,#N/A
Sun.1.JUNE.25,wiam,920.52,,,188.75,,36,6260,,4700,4500,#N/A,#N/A
Sun.1.JUNE.25,agon,1656.041,,,414.27,,,19080,,7780,,#N/A,#N/A
Sun.1.JUNE.25,droman,215.71,,,43.54,,,2620,,4050,,#N/A,#N/A
Sun.1.JUNE.25,ejur,324.98,,,0,,,13660,,940,,#N/A,#N/A
Sun.1.JUNE.25,agon2,402.24,,,470.51,,,8770,,2840,,#N/A,#N/A
Sun.1.JUNE.25,kube,121.52,,,384.49,,,1700,,8100,,#N/A,#N/A
Sun.1.JUNE.25,suny,222.16,,,45.02,,,2530,,2880,,#N/A,#N/A
Sun.1.JUNE.25,yawh,524.48,,,0,,,9260,,1400,,#N/A,#N/A
Sun.1.JUNE.25,mantuk,228.2,,,162.36,,,2080,,6700,,#N/A,#N/A
Sun.1.JUNE.25,drob,215.71,,,156.23,,,4400,,8430,,#N/A,#N/A
Sun.1.JUNE.25,afrisi,155.13,,,133.11,,,4400,,8520,,#N/A,#N/A
Sun.1.JUNE.25,ntrotr,1246.61,,,763.1,,,8810,,20410,,#N/A,#N/A
Sun.1.JUNE.25,chira,243.86,,,376.47,,,6160,,2490,,#N/A,#N/A
Sun.1.JUNE.25,nsoatr,848.94,,,1056.86,,,3190,,7930,,#N/A,#N/A
Sun.1.JUNE.25,tnkwae,235.02,,,50.55,,,5180,,1680,,#N/A,#N/A
Sun.1.JUNE.25,tforik,511.1,,,67.16,,,7670,,3350,,#N/A,#N/A
Sun.1.JUNE.25,wkoase,653.32,,,233.91,,,8920,,6830,,#N/A,#N/A
Sun.1.JUNE.25,mks1,249.28,,,192.59,,,4330,,3460,,#N/A,#N/A
Sun.1.JUNE.25,mks2,394.12,,,312.99,,,4940,,7510,,#N/A,#N/A
Sun.1.JUNE.25,mks3,337.37,,,724.13,,,4350,,9040,,#N/A,#N/A
Sun.1.JUNE.25,mks4,,,,,,,,,,,#N/A,#N/A
Sun.1.JUNE.25,salt1,370.89,,,227.31,,,1400,,5490,,#N/A,#N/A
Sun.1.JUNE.25,salt2,327.72,,,259.79,,,5660,,3550,,#N/A,#N/A
Sun.1.JUNE.25,afosu,210.89,,,59.03,,,8210,,3000,,#N/A,#N/A
Sun.1.JUNE.25,asik,1978.76,,,464.7,,,7100,,1010,,#N/A,#N/A
Sun.1.JUNE.25,ajuk,657.01,6.87,,214.38,,,6700,,1880,,#N/A,#N/A
Sun.1.JUNE.25,jamr,1678.64,,,137.88,,,9190,,3420,,#N/A,#N/A
Sun.1.JUNE.25,kunt,520.56,,,271.1,,,2780,,3700,,#N/A,#N/A
Sun.1.JUNE.25,kas1,315.4,,,225.01,,,1980,,4500,,#N/A,#N/A
Sun.1.JUNE.25,kas2,147.47,,,44.28,,,4140,,2310,,#N/A,#N/A
Sun.1.JUNE.25,kas3,436.02,,,139.11,,,1860,,1970,,#N/A,#N/A
Sun.1.JUNE.25,fett,940.72,,,2976.77,,,7780,,10100,,#N/A,#N/A
Sun.1.JUNE.25,apajn,776.24,,,626.83,,,12170,,11460,,#N/A,#N/A
Sun.1.JUNE.25,eshie,971.36,,,131.36,,,4570,,4620,,#N/A,#N/A
Sun.1.JUNE.25,swed,354.86,,,173.36,,,4780,,2580,,#N/A,#N/A
Sun.1.JUNE.25,ccoast,943.87,,,453.87,,,15820,,4560,,#N/A,#N/A
Sun.1.JUNE.25,jukw,1781.3,,,578.38,,,11390,,3090,,#N/A,#N/A
Sun.1.JUNE.25,ankwant,0,,,0,,,6030,,8790,,#N/A,#N/A
Sun.1.JUNE.25,elub,1550.29,,,1026.57,,,16890,,21820,,#N/A,#N/A
Sun.1.JUNE.25,tako,899.14,,,253.93,,,2400,,3290,,#N/A,#N/A
Sun.1.JUNE.25,daboa,245.37,,,7.38,,,5460,,6730,,#N/A,#N/A
Sun.1.JUNE.25,esip,0,,,0,,,2840,,3930,,#N/A,#N/A
Sun.1.JUNE.25,bawd,658.2,,,412.94,,,15790,,9120,,#N/A,#N/A
Sun.1.JUNE.25,debi,1491.75,,,533.59,,,18620,,6400,,#N/A,#N/A
Sun.1.JUNE.25,anymame,1094.1,,,1326.16,,,14910,,11340,,#N/A,#N/A
Sun.1.JUNE.25,tetr,496.22,,,465.24,,,9650,,2260,,#N/A,#N/A
Sun.1.JUNE.25,abokai,3587.15,,,1002.19,,,13260,,7310,,#N/A,#N/A
Mon.2.JUNE,odor,253.73,,,217.75,,,2700,,4800,,3.73,-2.25
Mon.2.JUNE,shuk1,190.33,,,13.28,,,930,,1320,,0.33,-6.72
Mon.2.JUNE,shuk2,242.06,,,84.13,,,1070,,1050,,2.06,14.13
Mon.2.JUNE,agbo,395.77,,,103.32,,,840,,1040,,5.77,3.32
Mon.2.JUNE,nmai,,,,,,,,,,,0,0
Mon.2.JUNE,oyib,567.06,,,251.56,,,2790,,11990,,7.06,21.56
Mon.2.JUNE,danf,522.53,,,105.6,,,2250,,3310,,12.53,-14.4
Mon.2.JUNE,TAIF,564.15,,,93.732,,,8760,,2820,,4.15,13.732
Mon.2.JUNE,kata,337.03,,,83.39,,,2490,,2080,,-2.97,-6.61
Mon.2.JUNE,botw,905.45,,,231.76,,,1460,,11460,,45.45,-8.24
Mon.2.JUNE,asha,536.06,,,410.31,,,5820,,8280,,26.06,20.31
Mon.2.JUNE,ayik,314.72,,,39.33,,,1820,,970,,4.72,-30.67
Mon.2.JUNE,odum,281.71,,,85.35,,,750,,1430,,-8.29,-4.65
Mon.2.JUNE,ashal1,53.69,,,76.01,,,2000,,1360,,3.69,-3.99
Mon.2.JUNE,ashal2,594.36,,,142.06,,,1320,,4280,,14.36,2.06
Mon.2.JUNE,nurse,132.39,,,13.94,,,2140,,1880,,-7.61,-6.06
Mon.2.JUNE,mayer,,,,,,,,,,,0,0
Mon.2.JUNE,borts,0,,,47.24,,,510,,3810,,0,-12.76
Mon.2.JUNE,ablek,284.44,,,31,,,1860,,1670,,-5.56,1
Mon.2.JUNE,danch,167.11,,,53.14,,,700,,900,,-2.89,-6.86
Mon.2.JUNE,aman,411.05,,,55.35,,,2540,,3100,,1.05,-4.65
Mon.2.JUNE,bego,1137.21,,,363.7,,,14360,,15500,,-12.79,23.7
Mon.2.JUNE,teach,138.06,,,227.05,,,1000,,8860,,-21.94,47.05
Mon.2.JUNE,asiak,390.01,,,1108.49,,,7050,,12040,,10.01,-11.51
Mon.2.JUNE,adeis,,,,,,,,,,,0,0
Mon.2.JUNE,kofo,125.42,,,70.11,,,550,,5780,,5.42,30.11
Mon.2.JUNE,ason,263.35,,,455.38,,,3070,,8250,,23.35,25.38
Mon.2.JUNE,akiman,345.1,,,71.22,,,1780,,500,,25.1,-18.78
Mon.2.JUNE,asonk,,,,,,,,,,,0,0
Mon.2.JUNE,ynkrum,,,,,,,,,,,0,0
Mon.2.JUNE,essien,417.38,,,155.29,,,7570,,4560,,-2.62,-4.71
Mon.2.JUNE,tred,,,,,,,,,,,0,0
Mon.2.JUNE,paky,335.77,,,211.923,,,4780,,4010,,-4.23,1.923
Mon.2.JUNE,obua,400.24,,,323.26,,,5740,,5550,,10.24,3.26
Mon.2.JUNE,akapo,,,,,,,,,,,0,0
Mon.2.JUNE,konko,110.6,,,251.48,,,4270,,3920,,-9.4,11.48
Mon.2.JUNE,kodi,256.03,,,251.67,,,6620,,9940,,-23.97,-8.33
Mon.2.JUNE,hema,785.32,,,247.68,,,3050,,6210,,5.32,-2.32
Mon.2.JUNE,toas,6193.24,,,4888.56,,,15260,,5000,,43.24,148.56
Mon.2.JUNE,otaf,197.37,,,219.49,,,2020,,1480,,-2.63,-0.51
Mon.2.JUNE,aboab,186.43,,,66.72,,,650,,1480,,16.43,6.72
Mon.2.JUNE,asuos,396.04,,,149.45,,,4130,,2380,,16.04,9.45
Mon.2.JUNE,akrop,337.41,,,956.27,,,5220,,7160,,17.41,-3.73
Mon.2.JUNE,tep,204.23,,,0,,,3960,,400,,-5.77,0
Mon.2.JUNE,anyi,261.73,,,96.18,,,4680,,860,,41.73,-3.82
Mon.2.JUNE,ahen,202.16,,,690.31,,,2790,,18110,,22.16,-49.69
Mon.2.JUNE,abof1,818.55,,,2620.97,,,5900,,20370,,-11.45,-9.03
Mon.2.JUNE,abof2,181.71,,,862.53,,,1780,,3190,,21.71,22.53
Mon.2.JUNE,nyin,314.01,,,192.75,,,1030,,9400,,4.01,-17.25
Mon.2.JUNE,adank,36.4,,,0,,,810,,960,,-3.6,0
Mon.2.JUNE,aboas,1377.76,,,696.584,,,3330,,7340,,27.76,-13.416
Mon.2.JUNE,atagogo,264.23,,,143.91,,,2150,,3270,,-5.77,3.91
Mon.2.JUNE,wiam,1165.1,,,252.99,,,5050,,4460,,-44.9,12.99
Mon.2.JUNE,agon,2258.41,,,586.516,,,16820,,7180,,-1.59,-13.484
Mon.2.JUNE,droman,217.7,,,98.14,,,2400,,3950,,-2.3,-1.86
Mon.2.JUNE,ejur,287.35,,,0,,,13370,,940,,-2.65,0
Mon.2.JUNE,agon2,340.46,,,267.52,,,8430,,2580,,0.46,7.52
Mon.2.JUNE,kube,202.41,,,126.17,,,1520,,8000,,22.41,26.17
Mon.2.JUNE,suny,277.41,,,106.84,,,2260,,2770,,7.41,-3.16
Mon.2.JUNE,yawh,441.57,,,0,,,8840,,1400,,21.57,0
Mon.2.JUNE,mantuk,92.6,,,149.08,,,1990,,6560,,2.6,9.08
Mon.2.JUNE,drob,235.15,,,340.8,,,4160,,8100,,-4.85,10.8
Mon.2.JUNE,afrisi,303.7,,,129.9,,,4100,,8400,,3.7,9.9
Mon.2.JUNE,ntrotr,1064.42,,,139.38,,,7780,,20280,,34.42,9.38
Mon.2.JUNE,chira,247.7,,,321.07,,,5930,,2160,,17.7,-8.93
Mon.2.JUNE,nsoatr,727.14,,,404.43,,,2470,,7530,,7.14,4.43
Mon.2.JUNE,tnkwae,176.14,,,58.35,,,5020,,1630,,16.14,8.35
Mon.2.JUNE,tforik,416.33,,,37.63,,,7250,,3320,,-3.67,7.63
Mon.2.JUNE,wkoase,427.01,,,154.63,,,8470,,6700,,-22.99,24.63
Mon.2.JUNE,mks1,215.99,,,419.08,,,4120,,3040,,5.99,-0.92
Mon.2.JUNE,mks2,336.63,,,145.79,,,4600,,7370,,-3.37,5.79
Mon.2.JUNE,mks3,192.8,,,1320.6,,,4170,,7720,,12.8,0.6
Mon.2.JUNE,mks4,,,,,,,,,,,0,0
Mon.2.JUNE,salt1,395.44,,,342.62,,,1000,,5180,,-4.56,32.62
Mon.2.JUNE,salt2,439.55,,,91.88,,,5230,,3470,,9.55,11.88
Mon.2.JUNE,afosu,163.42,,,56.09,,,8030,,2950,,-16.58,6.09
Mon.2.JUNE,asik,1272.54,,,337.48,,,5820,,720,,-7.46,47.48
Mon.2.JUNE,ajuk,706.65,,,9.97,,,6040,,1880,,46.65,9.97
Mon.2.JUNE,jamr,1732.88,,,207.59,,,7460,,3210,,2.88,-2.41
Mon.2.JUNE,kunt,986.07,,,132.14,,,1790,,3570,,-3.93,2.14
Mon.2.JUNE,kas1,312.64,,,85.68,,,1670,,4400,,2.64,-14.32
Mon.2.JUNE,kas2,174.86,,,6.64,,,3980,,2300,,14.86,-3.36
Mon.2.JUNE,kas3,427.35,,,173.59,,,1430,,1800,,-2.65,3.59
Mon.2.JUNE,fett,1040.26,,,1689.31,,,6750,,8430,,10.26,19.31
Mon.2.JUNE,apajn,827.54,,,500.37,,,11320,,10920,,-22.46,-39.63
Mon.2.JUNE,eshie,929.33,,,108.06,,,3610,,4530,,-30.67,18.06
Mon.2.JUNE,swed,224.94,,,60.21,,,4550,,2520,,-5.06,0.21
Mon.2.JUNE,ccoast,1001.28,,,287.47,,,14800,,4220,,-18.72,-52.53
Mon.2.JUNE,jukw,1504.27,,,717.77,,,9890,,2400,,4.27,27.77
Mon.2.JUNE,ankwant,0,,,0,,,6030,,8790,,0,0
Mon.2.JUNE,elub,1841.4,,,1551.3,,,14990,,20210,,-58.6,-58.7
Mon.2.JUNE,tako,640.23,,,185.99,,,1800,,3100,,40.23,-4.01
Mon.2.JUNE,daboa,155.34,,,22.2,,,5320,,6700,,15.34,-7.8
Mon.2.JUNE,esip,0,,,0,,,2840,,3930,,0,0
Mon.2.JUNE,bawd,832,,,503.7,,,14960,,8620,,2,3.7
Mon.2.JUNE,debi,1419.16,,,354.7,,,17180,,6030,,-20.84,-15.3
Mon.2.JUNE,anymame,850.37,,,337.27,,,14060,,11000,,0.37,-2.73
Mon.2.JUNE,tetr,603.04,,,377.29,,,9050,,1890,,3.04,7.29
Mon.2.JUNE,abokai,2674.46,,,838.37,,,10640,,6470,,54.46,-1.63
Tues.3.JUNE,odor,210.15,,,250.91,,,2500,,4560,,10.15,10.91
Tues.3.JUNE,shuk1,161.47,,,25.85,,,770,,1290,,1.47,-4.15
Tues.3.JUNE,shuk2,133.44,,,43.55,,,940,,1000,,3.44,-6.45
Tues.3.JUNE,agbo,353.43,9.92,36,156.53,,,5020,4500,890,,-12.49,6.53
Tues.3.JUNE,nmai,,,,,,,,,,,0,0
Tues.3.JUNE,oyib,510.21,,,607.45,,,2280,,11420,,0.21,37.45
Tues.3.JUNE,danf,548.27,,,125.47,,,1710,,3180,,8.27,-4.53
Tues.3.JUNE,TAIF,802.24,,,84.945,,,7940,,2720,,-17.76,-15.055
Tues.3.JUNE,kata,418.9,,,366.82,,,2080,,1720,,8.9,6.82
Tues.3.JUNE,botw,197.6,,,616.14,,,18730,18000,10720,,-532.4,36.14
Tues.3.JUNE,asha,552.4,,,939.15,,,5280,,7370,,12.4,29.15
Tues.3.JUNE,ayik,420.16,,,73.07,,,1390,,930,,-9.84,33.07
Tues.3.JUNE,odum,410.22,,,231.35,,,340,,1190,,0.22,-8.65
Tues.3.JUNE,ashal1,36.9,,,35.42,,,1960,,1320,,-3.1,-4.58
Tues.3.JUNE,ashal2,421.09,,,126.33,,,900,,4100,,1.09,-53.67
Tues.3.JUNE,nurse,85.72,,,3.69,,,2040,,1880,,-14.28,3.69
Tues.3.JUNE,mayer,,,,,,,,,,,0,0
Tues.3.JUNE,borts,0,,,98.89,,,510,,3680,,0,-31.11
Tues.3.JUNE,ablek,142.32,,,171.21,,,1710,,1490,,-7.68,-8.79
Tues.3.JUNE,danch,62.56,,,45.77,,,650,,870,,12.56,15.77
Tues.3.JUNE,aman,455.88,,,96.88,,,2070,,3030,,-14.12,26.88
Tues.3.JUNE,bego,1539.54,,,810.72,,,12800,,14710,,-20.46,20.72
Tues.3.JUNE,teach,100.71,,,39.52,,,870,,8820,,-29.29,-0.48
Tues.3.JUNE,asiak,242.16,,,391.14,,,6820,,11660,,12.16,11.14
Tues.3.JUNE,adeis,,,,,,,,,,,0,0
Tues.3.JUNE,kofo,0,,,201.47,,,550,,5590,,0,11.47
Tues.3.JUNE,ason,180.46,,,366.42,,,2890,,7890,,0.46,6.42
Tues.3.JUNE,akiman,235.56,,,177.85,1.85,,1590,,310,,45.56,-14
Tues.3.JUNE,asonk,,,,,,,,,,,0,0
Tues.3.JUNE,ynkrum,,,,,,,,,,,0,0
Tues.3.JUNE,essien,489.37,,,257.36,,,7080,,4300,,-0.63,-2.64
Tues.3.JUNE,tred,,,,,,,,,,,0,0
Tues.3.JUNE,paky,321.21,,,160.27,,,4460,,3850,,1.21,0.27
Tues.3.JUNE,obua,611.91,,,908.91,,,5130,,4600,,1.91,-41.09
Tues.3.JUNE,akapo,,,,,,,,,,,0,0
Tues.3.JUNE,konko,158.08,,,160,,,4100,,3770,,-11.92,10
Tues.3.JUNE,kodi,308.77,,,428.7,,,6300,,9520,,-11.23,8.7
Tues.3.JUNE,hema,585.42,,,362.34,,,2470,,5840,,5.42,-7.66
Tues.3.JUNE,toas,3801.76,30.25,,2419.69,115.63,,11520,,2780,,31.51,84.06
Tues.3.JUNE,otaf,235.86,,,231.15,,,1790,,1250,,5.86,1.15
Tues.3.JUNE,aboab,149.73,,,63.86,,,520,,1420,,19.73,3.86
Tues.3.JUNE,asuos,398.64,30.36,,205.75,30.41,,3730,,2150,,-31.72,-54.66
Tues.3.JUNE,akrop,242.82,,,715.1,,,4980,,6450,,2.82,5.1
Tues.3.JUNE,tep,272.57,,,0,,,3690,,400,,2.57,0
Tues.3.JUNE,anyi,177.44,,,200.74,,,4530,,650,,27.44,-9.26
Tues.3.JUNE,ahen,92.2,,,505.74,,,2700,,17590,,2.2,-14.26
Tues.3.JUNE,abof1,515.58,,,1460.79,,,5400,,18900,,15.58,-9.21
Tues.3.JUNE,abof2,165.45,,,426.52,,,1600,,2780,,-14.55,16.52
Tues.3.JUNE,nyin,501.76,,,243.8,,,540,,9180,,11.76,23.8
Tues.3.JUNE,adank,40.58,,,0,,,770,,960,,0.58,0
Tues.3.JUNE,aboas,1002.49,,,977.285,,,2310,,6370,,-17.51,7.285
Tues.3.JUNE,atagogo,301.46,,,282.28,,,1850,,3000,,1.46,12.28
Tues.3.JUNE,wiam,1109.21,,,448.29,,,3960,,4030,,19.21,18.29
Tues.3.JUNE,agon,1548.103,,,450.381,,,15290,,6740,,18.103,10.381
Tues.3.JUNE,droman,198.91,,,73.43,,,2210,,3880,,8.91,3.43
Tues.3.JUNE,ejur,254.11,,,0,,,13120,,940,,4.11,0
Tues.3.JUNE,agon2,332.27,,,514.68,,,8100,,2060,,2.27,-5.32
Tues.3.JUNE,kube,206.64,,,138.01,,,1300,,7830,,-13.36,-31.99
Tues.3.JUNE,suny,339.01,,,388.53,,,1930,,2380,,9.01,-1.47
Tues.3.JUNE,yawh,290.23,,,0,,,8560,,1400,,10.23,0
Tues.3.JUNE,mantuk,66.55,,,831,,,1920,,5740,,-3.45,11
Tues.3.JUNE,drob,335.24,,,39.11,,,3830,,8060,,5.24,-0.89
Tues.3.JUNE,afrisi,232.88,,,298.11,,,3880,,8100,,12.88,-1.89
Tues.3.JUNE,ntrotr,1330.33,,,951.21,,,6460,,19330,,10.33,1.21
Tues.3.JUNE,chira,205.6,,,320.45,,,5740,,1850,,15.6,10.45
Tues.3.JUNE,nsoatr,834.15,,,287.09,,,1650,,7230,,14.15,-12.91
Tues.3.JUNE,tnkwae,181.13,,,57.57,,,4840,,1570,,1.13,-2.43
Tues.3.JUNE,tforik,378.1,,,36.9,,,6890,,3280,,18.1,-3.1
Tues.3.JUNE,wkoase,390.87,,,62.7,,,8090,,6650,,10.87,12.7
Tues.3.JUNE,mks1,349.19,,,250.78,,,3770,,2800,,-0.81,10.78
Tues.3.JUNE,mks2,266.89,,,853.62,,,4330,,6530,,-3.11,13.62
Tues.3.JUNE,mks3,270.22,,,1376.67,,,3880,,6370,,-19.78,26.67
Tues.3.JUNE,mks4,,,,,,,,,,,0,0
Tues.3.JUNE,salt1,443.26,,,551.73,,,490,,4600,,-66.74,-28.27
Tues.3.JUNE,salt2,357.47,,,82.33,,,4880,,3370,,7.47,-17.67
Tues.3.JUNE,afosu,210.92,,,86.71,,,7800,,2830,,-19.08,-33.29
Tues.3.JUNE,asik,1290.4,,,206.49,,,4540,,530,,10.4,16.49
Tues.3.JUNE,ajuk,887.13,,,304.01,,,5140,,1570,,-12.87,-5.99
Tues.3.JUNE,jamr,1405.57,,,45.8,,,6050,,3160,,-4.43,-4.2
Tues.3.JUNE,kunt,740.57,,,198.54,,,1050,,3370,,0.57,-1.46
Tues.3.JUNE,kas1,320.15,,,66.54,,,1360,,4330,,10.15,-3.46
Tues.3.JUNE,kas2,114.31,,,61.51,,,3860,,2240,,-5.69,1.51
Tues.3.JUNE,kas3,305.97,,,90.03,,,1130,,1700,,5.97,-9.97
Tues.3.JUNE,fett,1007.3,,,2035.32,,,5760,,6400,,17.3,5.32
Tues.3.JUNE,apajn,725.03,,,510.61,,,10600,,10400,,5.03,-9.39
Tues.3.JUNE,eshie,683.64,,,124.79,,,2920,,4420,,-6.36,14.79
Tues.3.JUNE,swed,231.21,,,106.51,,,4270,,2410,,-48.79,-3.49
Tues.3.JUNE,ccoast,1024.83,,,265.89,,,13760,,3940,,-15.17,-14.11
Tues.3.JUNE,jukw,1476.23,,,553.13,,,8460,,1860,,46.23,13.13
Tues.3.JUNE,ankwant,0,,,0,,,6030,,8790,,0,0
Tues.3.JUNE,elub,1965.65,,,3538.81,,,12990,,16640,,-34.35,-31.19
Tues.3.JUNE,tako,505.14,,,119.57,,,1300,,2990,,5.14,9.57
Tues.3.JUNE,daboa,52.8,,,38.38,,,5210,,6660,,-57.2,-1.62
Tues.3.JUNE,esip,0,,,0,,,2840,,3930,,0,0
Tues.3.JUNE,bawd,611.49,,,647.32,,,14330,,8000,,-18.51,27.32
Tues.3.JUNE,debi,1057.03,,,503.32,,,16080,,5550,,-42.97,23.32
Tues.3.JUNE,anymame,1480.44,,,1860.24,,,12580,,9150,,0.44,10.24
Tues.3.JUNE,tetr,527.36,,,490.03,,,8530,,1390,,7.36,-9.97
Tues.3.JUNE,abokai,4259.35,,,885.25,,,6440,,5580,,59.35,-4.75
Wed.4.JUNE,odor,291.28,,,240.87,,,2210,,4330,,1.28,10.87
Wed.4.JUNE,shuk1,173.67,,18,25.38,,,2870,2250,1260,,5.67,-4.62
Wed.4.JUNE,shuk2,234.44,,,4,,,2980,2250,960,,24.44,-36
Wed.4.JUNE,agbo,437.25,,,220.21,,,4640,,660,,57.25,-9.79
Wed.4.JUNE,nmai,,,,,,,,,,,0,0
Wed.4.JUNE,oyib,705.8,,,476.36,,,1570,,10940,,-4.2,-3.64
Wed.4.JUNE,danf,574.61,,,143.33,,,1140,,3040,,4.61,3.33
Wed.4.JUNE,TAIF,701.85,,,237.383,,,7220,,2490,,-18.15,7.383
Wed.4.JUNE,kata,477.16,10,,249.12,10,,1600,,1480,,-12.84,-0.88
Wed.4.JUNE,botw,1038.21,,,2114.31,,,17700,,8610,,8.21,4.31
Wed.4.JUNE,asha,721.79,,,629.41,,,4560,,6770,,1.79,29.41
Wed.4.JUNE,ayik,364.5,,,71.62,,,1020,,850,,-5.5,-8.38
Wed.4.JUNE,odum,400.37,,36,311.46,,,4450,4500,870,,-25.63,-8.54
Wed.4.JUNE,ashal1,45.98,,,35.89,,,1910,,1290,,-4.02,5.89
Wed.4.JUNE,ashal2,184.55,,,145.4,,,760,,3960,,44.55,5.4
Wed.4.JUNE,nurse,196.89,,,15.68,,,1840,,1870,,-3.11,5.68
Wed.4.JUNE,mayer,,,,,,,,,,,0,0
Wed.4.JUNE,borts,0,,,118.08,,,510,,3550,,0,-11.92
Wed.4.JUNE,ablek,256.64,,,116.83,,,1460,,1380,,6.64,6.83
Wed.4.JUNE,danch,0,,,72.7,,,650,,800,,0,2.7
Wed.4.JUNE,aman,551.91,,,64.86,,,1500,,2950,,-18.09,-15.14
Wed.4.JUNE,bego,1353.91,,,668.23,,,11420,,14070,,-26.09,28.23
