date,station,pms_ls,pms_rtt,pms_topp,ago_ls,ago_rtt,ago_topp,pmscl_stock,pms_prod,agocl_stock,ago_prod,pms_var,ago_var,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,nurse,257.04,,,170.61,,,4200,,2290,,17.04,-9.39,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,borts,65.04,,,63.75,,,5370,,3030,,-14.96,-6.25,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ablek,412.95,,,90.55,,,4000,,2470,,-37.05,10.55,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,danch,178.02,,,211.09,,,4620,,4220,,-1.98,1.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,aman,511.3,,,122.79,,,2830,,3680,,-18.7,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,bego,455.86,,144,528.38,,,17750,18000,700,,-198.14,8.38,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,teach,212.86,,,210.47,,,4340,,1450,,-17.14,-9.53,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,asiak,1837.52,,72,1717.66,,,9520,9000,24880,,-134.48,7.66,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kofo,176.41,,,310.61,,,4070,,2800,,-3.59,30.61,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ason,248.38,,,159.44,,,7400,,4750,,-21.62,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,akiman,347.95,,,60.6,,,4240,,4210,,7.95,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,essien,312.27,,,187.08,,,8110,,4590,,2.27,-2.92,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,paky,319.83,,,99.747,,,700,,5290,,-10.17,-10.253,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,obua,652.68,,,298.53,,,7000,,7720,,-17.32,18.53,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,konko,279.66,,,216.23,,,1770,,1300,,29.66,-33.77,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kodi,394.98,,,1180.9,,,3810,,5460,,-25.02,30.9,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,hema,1773.71,,,511.44,,,1440,,5050,,3.71,1.44,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,toas,4771.31,,,3276.58,,,9470,,30050,,61.31,6.58,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,otaf,0,,,0,,,2330,,1000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,aboab,246.06,35.82,,83.61,36.61,,3980,,3650,,-9.76,-13,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,asuos,674.12,,,747.78,,,4750,,3380,,24.12,-12.22,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,akrop,554.19,,,890.76,,,2500,,5530,,34.19,-29.24,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tep,342.33,,,274.73,,,7790,,3990,,12.33,-5.27,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,anyi,354.15,,,393.1,,,2550,,1390,,24.15,-16.9,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ahen,61.07,5.92,,552.1,,,460,,13250,,-14.85,-27.9,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,abof1,666.54,,,2083.21,,,4830,,11190,,6.54,13.21,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,abof2,288.7,,,117.99,,,3330,,1720,,18.7,7.99,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,nyin,2065.15,,,1322.55,,,6200,,17000,,-14.85,12.55,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,adank,26.55,,,0,,,5180,,1810,,6.55,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,aboas,1254.57,,,1888.414,,,6820,,7820,,-35.43,18.414,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,atagogo,390.89,,,207.33,,,1620,,1220,,10.89,-2.67,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,wiam,1000.4,,,472.56,,,5650,,10420,,-9.6,-57.44,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,agon,2182.252,,,677.301,,,8750,,12690,,42.252,-2.699,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,droman,247.19,,,154.91,,,3880,,8800,,-2.81,14.91,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ejur,491.28,,,1331.19,,,8070,,5500,,11.28,31.19,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,agon2,441.51,,,445.87,,,1960,,2650,,-8.49,45.87,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kube,121.12,,,154.36,,,4630,,3320,,1.12,14.36,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,suny,521.58,,,258.65,,,4920,,3560,,11.58,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,yawh,306.33,,,173.91,,,3020,,6880,,-13.67,23.91,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mantuk,528.48,20.23,,589.98,20.25,,5820,,3250,,-11.75,9.73,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,drob,305.56,,,267.9,,,2760,,5210,,15.56,7.9,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,afrisi,492.66,,,413.93,,,900,,12860,,12.66,3.93,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ntrotr,2243.09,,,205.12,,,5750,,10760,,23.09,35.12,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,chira,330.97,,,681.14,,,16210,,9770,,10.97,-8.86,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,nsoatr,1163.46,,,406.32,,,1060,,6790,,13.46,6.32,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tnkwae,154.09,,,28.69,,,3060,,1720,,4.09,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tforik,0,,,114.17,,,240,,4340,,0,14.17,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,wkoase,811.8,,,1103.94,,,4550,,9280,,11.8,-16.06,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mks1,164.87,,,251.88,,,8080,,6000,,14.87,1.88,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mks2,683.96,,,577.85,,,7090,,3000,,23.96,-22.15,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mks3,463.24,,,1362.7,,72,3940,,8750,9000,3.24,50.7,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,salt1,388.67,,,375.66,,72,5530,,10390,9000,8.67,-56.34,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,salt2,374.61,,,116.5,,,8130,,1350,,-5.39,-23.5,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,afosu,254.99,,,179.86,6,72,5790,,9670,9000,-35.01,81.86,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,asik,2445.07,,144,263.42,,,20160,18000,3000,,-28.93,-16.58,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ajuk,994.46,,72,197.42,,,11790,9000,4140,,-27.54,17.42,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,jamr,2009.44,,72,245.69,,,13630,9000,260,,-62.56,15.69,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kunt,462.27,,72,101.42,,,9400,9000,2360,,10.27,1.42,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kas1,380.08,,,203.46,,,2360,,2320,,0.08,3.46,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kas2,198.98,,,73.35,,,2660,,2180,,8.98,13.35,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,kas3,547.14,,36,152.11,,,4780,4500,1190,,-8.86,-7.89,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,fett,1379.69,,,1537.16,,144,4740,,27860,18000,19.69,53.16,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,apajn,607.39,,,291.85,,,7220,,5310,,-22.61,-28.15,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,eshie,932.88,,,164.45,,,8100,,3760,,32.88,-5.55,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,swed,473.71,,72,232.81,,,9830,9000,2410,,11.71,12.81,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ccoast,896.17,,,510.78,,,5930,,2350,,6.17,-19.22,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,jukw,1417.43,,,481.09,,,8620,,7020,,27.43,1.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,ankwant,102.9,,,380.59,,,8850,,7060,,-17.1,10.59,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,elub,6097.11,,,5540.79,,,18640,,22850,,-12.89,20.79,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tako,491.22,,,261.41,,,8420,,5120,,1.22,-18.59,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,daboa,148.82,20,,827.17,30.19,,2260,,8740,,-21.18,36.98,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,esip,253.19,,,56.77,,,5120,,1220,,-6.81,6.77,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,bawd,628.92,,,559.99,,,3410,,18620,,-1.08,-10.01,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,debi,2822.73,,,968.35,,,26310,,33710,,2.73,18.35,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,anymame,2781.1,,,2534.74,,,11550,,5780,,1.1,14.74,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.15.JAN,tetr,982.8,,,894.14,,,10440,,2660,,22.8,-15.86,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,odor,297.24,,,169.66,,,2220,,5710,,-12.76,9.66,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,shuk1,12.99,,,33.8,,,3230,2250,1620,,-7.01,-6.2,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,shuk2,0,,,54.84,,,1330,,2250,,0,-25.16,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,agbo,535.93,,,96.89,,,3900,,1400,,5.93,-3.11,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,oyib,1203.63,,,736.25,,144,4760,,22200,18000,-26.37,92.25,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,danf,788.26,,,213.88,,,980,,1290,,-1.74,3.88,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,TAIF,634.08,,,476.135,,,4440,4500,3210,,-25.92,6.135,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kata,815.01,,,695.67,,,7210,4500,4520,,-74.99,-4.33,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,botw,970.61,,,1284.06,,,6070,,4800,,0.61,24.06,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,asha,591.11,,,1176.61,,,7200,,10570,9000,21.11,16.61,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ayik,372.73,,,158.85,,,3180,,3750,,2.73,8.85,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,odum,0,,,273.6,,,270,,1380,,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ashal1,1.15,,18,38.23,,,3320,2250,2270,,33.15,8.23,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ashal2,615.41,,,345.89,,,4030,,5120,,15.41,-24.11,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,nurse,215.09,,,63.79,,,3990,,2210,,5.09,-16.21,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,borts,918.69,,,140.35,,,4450,,2900,,-1.31,10.35,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ablek,289.96,,,109.09,,,3720,,2370,,9.96,9.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,danch,190.72,,,133.93,,,4440,,4080,,10.72,-6.07,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,aman,553.27,,,186.87,,,2290,,3520,,13.27,26.87,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,bego,878.33,,,581.96,,72,16850,,9220,9000,-21.67,29.96,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,teach,144.95,,,948.55,,144,4200,,9620,9000,4.95,-25.45,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,asiak,1792.4,,72,3879.15,,,16720,9000,21040,,-79.6,39.15,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kofo,174.82,,,151.48,,,3930,,2650,,34.82,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ason,101.64,,,310.94,,,7300,,4440,,1.64,0.94,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,akiman,241.86,,,91.86,,,4010,,4120,,11.86,1.86,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,essien,348.89,,,247.74,,,7760,,4340,,-1.11,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,paky,322.85,,,83.546,,,370,,5220,,-7.15,13.546,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,obua,812.45,,,298.37,,,6150,,7430,,-37.55,8.37,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,konko,282.65,20,,428.58,20,,1530,,880,,22.65,-11.42,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kodi,392.16,,,273.63,,,3400,,5200,,-17.84,13.63,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,hema,1406.92,,72,689.93,,,9090,9000,4370,,-15.08,9.93,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,toas,5827.73,,72,2588.11,,,12720,9000,27520,,5.73,58.11,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,otaf,0,,,0,,,2330,,3250,2250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,aboab,273.95,,,157.97,,,3700,,3480,,-6.05,-12.03,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,asuos,594.6,,,457.28,,,4190,,2860,,34.6,-62.72,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,akrop,393.92,,,880.83,13.58,36,2100,,9160,4500,-6.08,-38.75,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tep,402.99,,,128.25,,,7380,,3840,,-7.01,-21.75,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,anyi,398.42,,,220.98,,36,2160,,5680,4500,8.42,-25.02,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ahen,0,,,1404.24,,,460,,11800,,0,-45.76,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,abof1,778.24,,,1596.46,,,4060,,9610,,8.24,16.46,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,abof2,186.99,,,558.05,,,3150,,1170,,6.99,8.05,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,nyin,1749.77,,72,1593.5,,,13330,9000,15420,,-192.23,13.5,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,adank,30.82,,,0,,,5150,,1810,,0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,aboas,1237.72,,,2170.214,,,5630,,5670,,47.72,20.214,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,atagogo,258.81,21.94,,264.35,38.11,18,1380,,3170,2250,-3.13,-91.76,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,wiam,977.03,,,358.88,,,4700,,10100,,27.03,38.88,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,agon,1718.269,,,573.87,,,7050,,12130,,18.269,13.87,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,droman,193.41,,,106.45,,,3690,,8700,,3.41,6.45,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ejur,409.84,,,253.52,,,7680,,5250,,19.84,3.52,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,agon2,348.8,,,253.66,,,1630,,2410,,18.8,13.66,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kube,69.84,,,105.24,,,4580,,3190,,19.84,-24.76,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,suny,680.87,,,393.51,,,4250,,3170,,10.87,3.51,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,yawh,417.68,10.13,,295.93,10.1,,2610,,6570,,-2.45,-24.17,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mantuk,392.75,,,313.79,,,5430,,2940,,2.75,3.79,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,drob,203.06,,,53.58,,,2560,,5150,,3.06,-6.42,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,afrisi,507.25,,,342.11,,,410,,12520,,17.25,2.11,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ntrotr,2126.7,27.23,,131.14,,,3670,,10650,,19.47,21.14,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,chira,213.43,,,497.45,50.2,,16030,,9310,,33.43,-12.75,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,nsoatr,737.73,,,467.03,,,350,,6310,,27.73,-12.97,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tnkwae,272.72,40.48,,166.47,40.56,,2830,,1560,,2.24,-34.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tforik,0,,,97.59,,,240,,4230,,0,-12.41,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,wkoase,737.33,,,263.72,,,3800,,9010,,-12.67,-6.28,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mks1,193.15,,,174.09,,,7890,,5830,,3.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mks2,850.34,,,294.68,,72,6260,,11600,9000,20.34,-177.32,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mks3,346.55,,,920.39,,,3580,,7850,,-13.45,20.39,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,salt1,308.73,,,379.91,,,5200,,10000,,-21.27,-10.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,salt2,382.31,,,17.54,,,7760,,1330,,12.31,-2.46,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,afosu,126.78,40,,187.79,40,,5700,,9560,,-3.22,37.79,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,asik,1673.42,,,377.83,,,18510,,2630,,23.42,7.83,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ajuk,825.74,,,160.18,,,10980,,3990,,15.74,10.18,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,jamr,1429.29,,,0,,,12200,,260,,-0.71,0,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kunt,482.23,,,165.1,,,8920,,2190,,2.23,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kas1,379.45,,,233.13,,,2000,,2100,,19.45,13.13,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kas2,238.71,,,65.05,,,2420,,2110,,-1.29,-4.95,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,kas3,503.43,,,172.89,,36,4290,,5550,4500,13.43,-3.11,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,fett,1387.46,,36,2330.08,,,7920,4500,25500,,31.46,-29.92,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,apajn,989.16,,,260.87,,,6200,,5020,,-30.84,-29.13,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,eshie,808.75,,,156.66,,,7300,,3620,,8.75,16.66,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,swed,270.8,,,142.88,,,9560,,2270,,0.8,2.88,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ccoast,893.1,,,478.29,,262,5000,,11200,9000,-36.9,66.29,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,jukw,1354.48,,,308.4,,,7250,,6700,,-15.52,-11.6,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,ankwant,180.66,,,225.51,,,8670,,6840,,0.66,5.51,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,elub,8638.71,,,2801.76,,,9870,,20030,,-131.29,-18.24,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tako,758.19,,,247.08,,,7690,,4880,,28.19,7.08,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,daboa,151.18,,,82.91,,,2080,,8650,,-28.82,-7.09,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,esip,191.13,,,25.95,,,4920,,1200,,-8.87,5.95,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,bawd,1172.62,,,1381.37,,,2280,,17260,,42.62,21.37,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,debi,2982.98,,,1445.01,,,23270,,32290,,-57.02,25.01,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,anymame,2122.43,,,2147.72,,,9440,,3640,,12.43,7.72,,,,,,,,,,,,,,,,,,,,,,,,,
Thurs.16.JAN,tetr,696.74,,,680.43,,,9750,,1980,,6.74,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,odor,399.38,,,228.36,,,1830,,5490,,9.38,8.36,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,shuk1,240.16,,,18.5,,,2990,,1600,,0.16,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,shuk2,0,,,68.87,,,1330,,2160,,0,-21.13,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,agbo,268.79,,,75.85,,,3630,,3530,2250,-1.21,-44.15,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,oyib,1091.38,,108,1517.91,,144,17200,13500,20690,,-76.62,-136.09,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,danf,690.08,,,174.46,,,9280,9000,1130,,-9.92,14.46,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,TAIF,731.9,,,229.127,,,8230,4500,2980,,21.9,-0.873,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,kata,546.54,,,422.95,,,6690,,4100,,26.54,2.95,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,botw,1145.3,,72,1059.53,,,14000,9000,12700,9000,3.3,-40.47,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,asha,860.47,,,1551.5,,,6380,,9100,,40.47,81.5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,ayik,340.1,,,443.27,,,2800,,3290,,-39.9,-16.73,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,odum,163.98,,,256.38,,,4590,4500,1100,,-16.02,-23.62,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,ashal1,40.05,,,38.3,,,3250,,2240,,-29.95,8.3,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,ashal2,472.66,,72,379.2,,,12700,9000,4770,,70.66,29.2,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,nurse,162.51,,,32.53,,,3810,,2200,,-17.49,22.53,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,borts,1732.12,,,77.08,,,2700,,2800,,-17.88,-22.92,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,ablek,327.73,,,109.08,,,3400,,2280,,7.73,19.08,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,danch,267.11,,,121.84,,,4160,,3940,,-12.89,-18.16,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,aman,586.61,,,145,,,1700,,3380,,-3.39,5,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,bego,2449.1,,,332.33,,,14410,,8860,,9.1,-27.67,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,teach,177.37,,,271.04,,,4020,,9310,,-2.63,-38.96,,,,,,,,,,,,,,,,,,,,,,,,,
Fri.17.JAN,asiak,1532,,,1170.36,,,15150,,19940,,-38,70.36,,,,,,,,,,,,,,,,,,,,,,,,,
