date,station,pms_ls,pms_rtt,pms_topp,ago_ls,ago_rtt,ago_topp,pmscl_stock,pms_prod,agocl_stock,ago_prod,pms_var,ago_var,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,salt2,540.77,,,40.55,,,3880,,1930,,10.77,20.55,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,afosu,118.72,,,249.78,,,3860,,4570,,8.72,19.78,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,asik,578.47,,,541.7,,,33900,,10600,,8.47,11.7,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,ajuk,584.5,,,355.3,,,7240,,3570,,-5.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,jamr,789.83,,,48.25,,,25600,,9350,,-0.17,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,kunt,437.13,,72,69.98,,,10720,9000,1120,,-104.87,9.98,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,kas1,417.42,,,366.24,,,5520,,3480,,37.42,6.24,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,kas2,142.67,,,103.67,,,1430,,1030,,-7.33,-16.33,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,kas3,654.11,,,339.09,,36,2490,,6010,4500,4.11,13.09,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,fett,1058.23,,,2334.34,,76,14720,,28150,9500,-1.77,38.34,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,apajn,855.15,,,661.65,,76,18790,,17630,9500,-4.85,-74.35,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,eshie,736.7,,,146.94,,,8500,,3970,,-3.3,16.94,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,swed,208.94,,,141.26,,,7590,,5000,,8.94,11.26,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,ccoast,995.46,,,291.69,,36,18630,,7000,4500,-44.54,45.69,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,jukw,1537.36,,,446.81,,,21650,,10800,,-12.64,16.81,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,ankwant,86.45,,,32.7,,,3840,,6530,,-3.55,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,elub,2264.5,,,1494.42,,200,32090,,77800,25000,74.5,404.42,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,tako,505.48,,,176.58,,,5960,,9040,,-14.52,16.58,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,daboa,96.2,,,6.54,,,5460,,5850,,16.2,-3.46,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,esip,111.23,,,35.97,,,2880,,4770,,-8.77,-4.03,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,bawd,661.81,,,1347.27,,,8950,,28900,,31.81,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,debi,1614.19,,,1262.89,,,16900,,33400,,14.19,22.89,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,anymame,1952.11,,,3273.99,,80,15360,,37070,10000,2.11,13.99,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,tetr,321.54,,,156.11,,,11560,,5240,,11.54,-3.89,,,,,,,,,,,,,,,,,,,,,,,,,
Mon.24.MAR,abokai,2683.13,,,1684.87,,,19560,,24400,,-56.87,144.87,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,odor,298.87,,,272.74,,,2470,,3340,,-1.13,12.74,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,shuk1,207.42,,,36.62,,,1490,,1300,,7.42,-3.38,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,shuk2,251.95,,,44.47,,,1320,,2660,,11.95,-15.53,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,agbo,395.46,,,77.83,,,2950,,5270,,5.46,7.83,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,oyib,1192.47,,,1065.27,,,6140,,12300,,32.47,25.27,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,danf,559.02,,,362.64,,,6830,,3170,,-10.98,2.64,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,TAIF,607.46,,,288.529,,,3880,,2240,,7.46,-1.471,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kata,682.95,10.09,,434.26,10.09,,5380,,7030,,12.86,-5.83,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,botw,1175.01,10,,1377.81,20,,10520,,18270,,15.01,27.81,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,asha,566.64,,,819.88,,,11900,,5050,,-13.36,29.88,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ayik,441.22,,,186.68,,,4900,,4700,,-8.78,-3.32,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,odum,337.89,,,174.61,,,890,,1590,,27.89,-5.39,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ashal1,77.59,,,12.15,-3.65,,1400,,2040,,-2.41,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ashal2,720.79,,,342.1,,,3180,,8570,,0.79,22.1,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,nurse,228.64,,,96.46,,,2900,,2050,,8.64,-3.54,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,borts,252.54,,,210.47,,,18010,,2790,,-77.46,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ablek,225.32,,24,118.86,,,4800,3000,3640,,1.32,-31.14,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,danch,253.89,,,29.43,,,3810,,990,,-16.11,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,aman,589.34,,,107.98,,,3900,,2400,,-10.66,-2.02,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,bego,816.72,,,304.24,,,9280,,1910,,6.72,14.24,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,teach,231.35,30.36,,172.91,40.54,,1420,,13660,,0.99,-7.63,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,asiak,449.42,,144,3425.64,,,11820,,35980,18000,-134.58,115.64,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kofo,50.7,,,122.1,,108,2200,,4800,4500,20.7,-85.9,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ason,115.58,,,242.91,,,10400,,5240,,5.58,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,akiman,204.36,,,79.6,,,980,,6190,,4.36,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,essien,346.99,,,388.59,,,8700,,3290,,16.99,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,paky,435.82,40,,97.78,40,,6790,,6020,,-4.18,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,obua,718.52,,,318.5,,,5390,,6190,,-1.48,38.5,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,konko,587.07,20,,134.07,40,,1400,,3720,,7.07,-15.93,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kodi,320.98,,,164.81,,,2540,,12650,,-9.02,-5.19,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,hema,1730.1,,,701.7,,,15910,,7680,,0.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,toas,3327.41,,,4896.49,,72,10680,,38760,9000,7.41,-45.51,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,otaf,140.9,,,99.4,,,4950,,5070,,0.9,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,aboab,164.38,,,66.61,,,3880,,3340,,-15.62,-3.39,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,asuos,515.72,,,277.62,,,12070,,14000,,-4.28,-12.38,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,akrop,250.66,,,411.96,,,9220,,8940,,-9.34,11.96,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tep,245.26,,,186.07,,36,6950,,6000,4500,5.26,-119.93,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,anyi,249.25,,,399.44,,36,1490,,4720,4500,9.25,-16.56,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ahen,101.9,,,1652.05,,,1760,,6260,,1.9,-27.95,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,abof1,556.27,,,1879.16,,,14450,,28360,,-13.73,-10.84,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,abof2,225.3,,,137.34,,,2470,,7740,,25.3,-22.66,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,nyin,1156.81,,,1155.57,,,12800,,7000,,-13.19,25.57,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,adank,18.24,,,0,,,2540,,960,,-11.76,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,aboas,1018.16,,,1000.054,,,19970,,15700,,28.16,-19.946,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,atagogo,239.5,,,378.08,,,2950,,2620,,9.5,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,wiam,1011.04,,,329.53,,,7570,,6670,,11.04,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,agon,2014.87,,,1066.972,,,22160,,8680,,14.87,16.972,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,droman,261.68,,,420.53,,,1690,,6780,,11.68,-9.47,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ejur,441.58,,,400.57,,,3760,,9100,,-38.42,-9.43,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,agon2,304.27,,,474.47,,,7960,,8360,,14.27,-35.53,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kube,107.53,,,247.18,,,3710,,5270,,17.53,17.18,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,suny,461.52,,,369.83,,,3820,,4370,,1.52,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,yawh,497.61,,,194.84,,,3830,,7110,,7.61,4.84,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mantuk,167.97,30.37,,254.74,30.39,,2610,,2340,,-2.4,4.35,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,drob,241.61,,,191.62,,,7170,,9270,,1.61,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,afrisi,367.36,,,707.59,,,3490,,3060,,-2.64,7.59,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ntrotr,842.59,,,172.86,,,5870,,17860,,12.59,2.86,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,chira,584.8,,,601.04,,,6910,,10370,,4.8,-8.96,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,nsoatr,1059.11,40.53,,562.45,30.42,,17570,,11480,,18.58,2.03,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tnkwae,314.69,,,92.14,,,2940,,980,,4.69,-7.86,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tforik,254.19,,,81.75,,,10960,,4330,,-25.81,-18.25,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,wkoase,742.14,,,700.87,,,9200,,2780,,-37.86,40.87,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mks1,143.73,,,529.78,,,2780,,1790,,-6.27,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mks2,576.83,,,630.66,,,1810,,6300,,-13.17,-9.34,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mks3,518.81,,,1175.27,,,9260,,7580,,-21.19,25.27,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,salt1,351.6,,,264.81,,,6690,,8100,,21.6,-15.19,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,salt2,421.88,,,210.27,,,3480,,1750,,21.88,30.27,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,afosu,218.38,,,102.03,,,3680,,4470,,38.38,2.03,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,asik,1656.96,,,360.89,,,32280,,10240,,36.96,0.89,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ajuk,764.43,,,218.34,,,6480,,3340,,4.43,-11.66,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,jamr,1269.03,,,200.82,,,24340,,9150,,9.03,0.82,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kunt,411.23,,,198.63,,,10310,,920,,1.23,-1.37,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kas1,452.96,20,,245.68,10,,5100,,3250,,12.96,5.68,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kas2,251.46,10,,17.85,10,,7040,6000,1020,,-148.54,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,kas3,711.04,10,,211.24,20,,1800,,5800,,11.04,-18.76,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,fett,1360.61,,,4383.1,,,13380,,23760,,20.61,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,apajn,797.24,,,686.43,,,18030,,16940,,37.24,-3.57,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,eshie,725.1,,,115.5,,,7760,,3880,,-14.9,25.5,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,swed,413.97,,,74.56,,,7160,,4920,,-16.03,-5.44,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ccoast,1107.23,,,274.46,,,17490,,6730,,-32.77,4.46,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,jukw,1433.1,,,433.92,,72,20200,,10430,,-16.9,-8.08,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,ankwant,135.91,,,301.92,,,3690,,6230,,-14.09,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,elub,2489.87,30.28,,9884.84,30.17,,29570,,67820,,-60.41,-125.33,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tako,556.73,,,372.97,,,5400,,8690,,-3.27,22.97,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,daboa,118.78,,,0,,,5350,,5850,,8.78,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,esip,163.54,,,85.06,,,2710,,4690,,-6.46,5.06,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,bawd,636.04,30.28,,1967.29,30.25,,8310,,26930,,-34.24,-32.96,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,debi,2321.57,,,820.94,,,14600,,32600,,21.57,20.94,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,anymame,2055.53,,,1729.17,,,13320,,35360,,15.53,19.17,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,tetr,420.53,,,226.02,,,11140,,5020,,0.53,6.02,,,,,,,,,,,,,,,,,,,,,,,,,
Tues.25.MAR,abokai,3937.44,84.27,,1974.45,,,15860,,22260,,153.17,-165.55,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,odor,254.66,,,311.92,,,2210,,3030,,-5.34,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,shuk1,217.23,,,62.09,,,3520,2250,1240,,-2.77,2.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,shuk2,200.8,,18,72.99,,,3350,2250,2580,,-37.2,-7.01,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,agbo,490.25,,,429.06,,,2480,,4820,,20.25,-20.94,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,nmai,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,oyib,814.97,,,803.13,,,14340,9000,11550,,14.97,53.13,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,danf,524.42,,,271.59,,,6300,,2900,,-5.58,1.59,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,TAIF,502.64,,,98.038,,,3390,,2130,,12.64,-11.962,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kata,744.52,,,452.72,,,4630,,6580,,-5.48,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,botw,924.45,,,335.61,,,9600,,17940,,4.45,5.61,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,asha,487.3,,,695.96,,,11420,,13380,9000,7.3,25.96,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ayik,441.53,20,,91.57,20,,4480,,4630,,1.53,1.57,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,odum,286.39,,36,172.33,,,5100,4500,1420,,-39.61,2.33,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ashal1,72.23,,,140.61,,,1330,,1900,,2.23,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ashal2,505.83,,72,397.65,,,11730,9000,8180,,-16.17,7.65,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,nurse,174.06,,,31.39,,,2730,,2020,,4.06,1.39,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mayer,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,borts,498.88,,,256.7,,,17440,,2450,,-71.12,-83.3,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ablek,184.32,,,61.51,,,4600,,3600,,-15.68,21.51,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,danch,227.25,,,79.79,,18,3590,,3110,2250,7.25,-68.21,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,aman,583.85,,,133.09,,,3310,,2280,,-6.15,13.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,bego,702.29,,,457.85,,108,8550,,14930,13500,-27.71,-130.15,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,teach,205.69,,,695.61,,,1200,,12930,,-14.31,-34.39,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,asiak,242.56,,,2007.8,,,11580,,33910,,2.56,-62.2,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,adeis,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kofo,175.99,,,186.39,,,2000,,4620,,-24.01,6.39,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ason,76.59,,,431.4,,,10340,,4800,,16.59,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,akiman,284.42,,108,79.81,,,5270,4500,6100,,-33.58,-10.19,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,asonk,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ynkrum,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,essien,527.41,,,237.89,,,8180,,3050,,7.41,-2.11,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,tred,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,paky,316.17,,,30.288,,,6470,,5990,,-3.83,0.288,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,obua,1255.19,20,,911.83,40,72,4110,,14220,9000,-44.81,-170.17,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,akapo,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,konko,153.27,,,505.04,125.03,,1260,,3330,,13.27,-9.99,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kodi,426.52,,,776.91,,,2070,,11870,,-43.48,-3.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,hema,1676.5,,,1051.62,,72,14240,,15390,9000,6.5,-310.38,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,toas,3651.18,,144,4759.32,,,25040,18000,34060,,-132.82,59.32,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,otaf,139.64,,,78.48,,,4820,,4980,,9.64,-11.52,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,aboab,184.83,,,75.28,,,3700,,3260,,4.83,-4.72,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,asuos,412.31,,,256.7,,,11680,,13730,,22.31,-13.3,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,akrop,329.44,,,1061.83,,,8910,,7860,,19.44,-18.17,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,tep,295.58,,,33.29,,,6670,,5940,,15.58,-26.71,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,anyi,220.9,,,356.7,,,1250,,4370,,-19.1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ahen,155.76,,,469.28,,216,1580,,33310,27000,-24.24,303.28,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,abof1,517.18,,,1614.7,,,13920,,26750,,-12.82,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,abof2,263.24,,,281.23,,,2210,,7460,,3.24,1.23,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,nyin,1119.01,,72,500.13,,,20770,9000,6520,,17.01,20.13,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,adank,0,,,0,,,2540,,960,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,aboas,1237.47,,,1114.638,,72,18760,,23740,9000,27.47,82.638,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,atagogo,380.1,,,155,,,2550,,2480,,-19.9,15,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,wiam,930.31,,,425.8,,,6630,,6250,,-9.69,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,agon,2164.583,,,705.811,,,20000,,7950,,4.583,-24.189,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,droman,159.7,,,291.35,,,1570,,6440,,39.7,-48.65,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ejur,410.68,,,225.64,,,3390,,8840,,40.68,-34.36,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,agon2,294.36,,,685.35,,,7660,,7690,,-5.64,15.35,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kube,160.24,,,152.5,,,3570,,5100,,20.24,-17.5,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,suny,405.86,,,162.52,,,3420,,4210,,5.86,2.52,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,yawh,461.2,,,147.8,,,3370,,6980,,1.2,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mantuk,129.15,,,303.44,,,2480,,2040,,-0.85,3.44,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,drob,268.48,,,372.18,,,6900,,8900,,-1.52,2.18,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,afrisi,269.34,,,768.23,,,3210,,2300,,-10.66,8.23,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ntrotr,904.95,,72,2034.45,,,23030,18000,15850,,-7.05,24.45,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,chira,359.24,,,1004.56,,,6540,,9350,,-10.76,-15.44,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,nsoatr,1042.55,,,579.23,,,16530,,10900,,2.55,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,tnkwae,220.32,,,19.59,,,2730,,970,,10.32,9.59,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,tforik,450.47,,,163.5,,,10510,,4170,,0.47,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,wkoase,715.93,,,553.3,,,8470,,2200,,-14.07,-26.7,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mks1,186.14,,,318.15,,,2590,,1460,,-3.86,-11.85,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mks2,484.57,,,722.91,,,1320,,5620,,-5.43,42.91,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mks3,525.05,,,1124.07,,,8750,,6430,,15.05,-25.93,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,mks4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,salt1,425.92,,,472.98,,,6230,,7630,,-34.08,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,salt2,411.07,,,52,,,3080,,1690,,11.07,-8,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,afosu,214.5,,,163.52,,,3480,,4300,,14.5,-6.48,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,asik,1491.74,,,481.09,,,30790,,9770,,1.74,11.09,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,ajuk,448.86,,,62.2,,,6040,,3280,,8.86,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,jamr,1259.14,,,304.11,,,23090,,8840,,9.14,-5.89,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kunt,440.32,,,133.84,,,9880,,790,,10.32,3.84,,,,,,,,,,,,,,,,,,,,,,,,,
Wed.26.MAR,kas1,410.02,,,258.07,,,4700,,2970,,10.02,-21.93,,,,,,,,,,,,,,,,,,,,,,,,,
